membrane_type,antibody_concentration,conjugate_type,conjugate_volume,blocking_buffer,strip_width,sample_volume,incubation_time,running_buffer_pH,detection_antibody_type,test_line_antigen_density,control_line_antibody,pad_material,strip_length,buffer_ionic_strength,detergent_concentration,sucrose,storage_temp,humidity,IC50,slope,line_intensity,CV
NC-135,3.0722571026145493,Latex,1.6352429968224507,Casein,3.856316231123015,28.637807566893528,51.92466967417902,8.064656758223208,Rabbit,4.45668484306447,1.4940707638046322,GlassFiber,37.630173189730556,267.12609764919273,0.8059825889716998,0.4773133934991419,17.118236860538126,12.012330385849053,391.0240843987909,-289.4533300037644,0.0,996.9074350772305
NC-170,1.7599059214712787,Latex,0.5104975935222057,BSA,3.996095625256713,43.749512808191604,36.97265608487793,8.355020508624786,Mouse,4.241605234987626,1.5466679688583953,Cellulose,65.31901999323588,266.1032477667321,0.17931277282480573,3.924995872117918,17.97275140710697,71.08317880731092,1409.7802392347287,-294.8217128403673,0.0,901.9657869721124
NC-135,3.962718199363716,Latex,0.9865547909247101,FishGel,3.502132777510014,31.565450256854593,9.341142027112678,8.385863547143053,Mouse,2.674616791717247,0.7237471634767692,Polyester,58.320453234851584,223.3186068521796,0.8131177919689799,2.2729175278760474,34.55772061935522,83.21129890039893,1501.975394092803,-245.4273893480631,0.0,805.492461191436
NC-135,1.3416968685088553,Latex,1.6517740848612348,FishGel,3.93458366844494,17.955181109418753,15.541922535665089,6.406483556786535,Goat,3.4883771744866134,0.8883961075051556,Polyester,64.73850315789882,206.22906554651985,0.9404635188285677,2.4620539335768594,11.187103000408516,29.02565178211935,880.3214525816772,-239.0157699031448,0.0,927.354812768197
NC-135,1.9565565638190965,AuNP,0.2280306540924928,Casein,2.070597483242296,74.16116449063875,31.099939258720593,7.342709851523916,Goat,4.42841353500831,0.5921451935502103,Polyester,45.3385133819077,53.68097296533287,0.3356941423103841,0.9318469440808563,26.880966300765436,44.31960885121316,619.6174740524515,-50.04980312403641,1.0,73.52995795046195
NC-135,2.4144639737738753,Latex,0.8360459127704526,FishGel,3.2888685916905325,82.24902724095857,24.881793240199663,8.48828661130194,Goat,2.52901334938355,2.1835345171371836,GlassFiber,42.5365345941468,237.01351727202905,0.5298863139801888,3.304475269694639,27.34070878947067,19.76900970927952,458.39404336822065,-179.59531179071536,0.0,702.8867108789296
NC-170,2.7842467040800476,AuNP,1.7184983500605004,Casein,2.8368142282204305,29.46050273365386,24.72998607503543,6.908037631136264,Rabbit,1.6349286283952278,2.3332581906368377,Cellulose,45.223487795910685,72.88377937070143,0.6583290229231477,2.7562065906130884,34.44083987506001,46.546834425031264,672.4820414654213,-110.53997217865611,1.0,355.0886641904734
NC-170,1.590843795867861,AuNP,0.8674059419232351,BSA,2.3875233357293313,78.56985198759881,34.10970964789746,7.403246026123991,Rabbit,3.7929640757569487,1.4407526426319197,Cellulose,30.741927828976298,114.93773402564396,0.07947166585449461,1.0333646889453791,27.53442086899224,20.667397091527633,255.5972548749025,-80.2709416629984,0.8224438361364216,247.82055500308644
NC-135,1.016765711326416,Latex,0.24746782498973763,BSA,2.2986395384263254,41.62758861812481,37.14177568742016,6.818381678099537,Mouse,1.1783246484449899,2.170852365786551,Cellulose,58.98817100594233,187.8725738378342,0.49408071820412025,1.7016575421960338,23.287424795926373,51.86787955353217,956.7002612541278,-215.57272755608574,0.0,681.7460754183606
NC-135,3.2477901909873466,AuNP,1.1308153002112777,Casein,3.8095764968440022,53.13515013113027,48.82738636519051,7.390654253655972,Goat,2.003802625229606,2.234212636618592,GlassFiber,43.99089827580313,162.9331462190104,0.36058497658824673,2.98439643668086,33.783243787537664,68.76976323457865,980.9228713683153,-190.2606605636316,0.0,457.6915439929321
NC-170,1.798837489581151,Carbon,1.7373107403447612,BSA,3.570801641457835,86.32010211484952,23.753160990436655,8.66351376777864,Mouse,4.3420634618232885,0.500999030265645,Cellulose,42.53295214307167,53.94359744286149,0.8724556312513081,4.624361277167051,31.361356978397136,54.26742198513345,768.6490204572697,-32.78396963133458,1.0,4.831419307652275
NC-170,3.1155719964017554,Latex,1.2215425316110036,BSA,2.7607523509891077,76.24559977122874,49.30064556723227,7.365372693098308,Rabbit,3.649669467319644,2.9019162720201566,Cellulose,53.925642614821314,255.9962646129281,0.8766795187083262,4.601881751607459,27.653623009529465,29.617566270990075,597.1563007667642,-237.1477632207189,0.0,821.6711737813393
NC-170,1.1946322187339105,AuNP,0.5299303056070405,Casein,3.4128501763175434,81.48610087503688,23.623617601194788,7.6677360512229615,Rabbit,2.0786739257127462,2.48099264657965,Cellulose,47.449996468392655,269.7002395214816,0.7007795395472368,1.439529521987415,5.075086618941757,38.30367883751241,949.1944328769375,-216.29855738367556,0.0,704.0912368208257
NC-180,2.665130458346679,Latex,0.8300552782610244,Casein,3.476696945547225,18.0002908257039,8.048814391767861,7.211928849909251,Rabbit,1.1522480618009514,0.6930020374678881,Cellulose,69.23373472895594,220.46823587419172,0.6557244745924983,3.6781048887994245,16.326173801931926,61.08581901645059,1352.278908749287,-257.54690523349217,0.0,920.746357767763
NC-180,2.896652446482136,Latex,0.9552343862456711,BSA,2.5850269413158475,11.623345454204301,35.48032080526352,7.380351549609976,Mouse,1.8442451150779593,0.6398786036636036,GlassFiber,44.250121715952055,185.2669646642056,0.7336884592758568,3.8775954026190473,24.852359182661193,57.18043342314601,981.7000802962369,-238.81600721996992,0.0,724.2789564768044
NC-180,0.7332059157009211,Latex,1.200606072259001,FishGel,3.9562791856449517,89.87344926335876,37.3346278692148,6.045522597139265,Rabbit,1.492110331214422,0.4644173221807899,Polyester,54.55583368831654,290.18445972486785,0.36598690100280706,4.044115499913974,21.234267303773244,20.94198304970668,604.4360687982842,-236.61876676083446,0.0,886.0145627553745
NC-135,2.0147192518726427,AuNP,1.5427669489299647,FishGel,4.342758069158272,41.84425560925396,56.39971350920231,6.851236529881368,Goat,0.9628375109248842,0.5012978313715633,Polyester,42.466044024386065,79.98905193704798,0.40451924675062545,2.8538114237574,14.537504774428847,77.59595788528821,1128.2459486122357,-143.16920440178004,1.0,137.81613920125466
NC-180,1.104866046225384,Carbon,0.28785987351720727,Casein,4.374390622668557,32.34856941661968,44.93337293343609,7.309745165225474,Mouse,3.742331276471718,2.269669217183219,Cellulose,69.62379920842628,234.47751341624726,0.5537047228887053,0.052539990497939004,8.765989211822625,48.015112979761234,1087.3658668778642,-284.1845000348532,0.0,911.650783361713
NC-135,0.7851873671274548,Carbon,1.790338862733376,Casein,3.807409492110365,73.84614415487333,55.47749588719417,7.901390927978187,Rabbit,1.3351424455658405,1.4619973451597084,Cellulose,47.804441388805124,82.09015322379946,0.9380281273644674,3.8083814272312426,22.248887228734414,22.98953796211144,300.93128869099263,-92.17621871286468,1.0,223.86718593400332
NC-135,4.954821045754754,AuNP,0.12338843573054363,FishGel,3.5349157475570423,84.45948167508638,54.95909656336553,7.350155791661677,Mouse,2.325420603822043,2.3705091009456147,Cellulose,55.36515243467212,145.46119973085393,0.7239998741195626,0.5329872491467502,13.435280003453029,19.82612340597834,389.1106150680444,-140.98414425989793,1.0,429.7816816583453
NC-180,1.9505923023862533,Latex,0.8030994358810849,BSA,2.1830214290161845,86.93651408033858,38.25157606420332,7.013451129964692,Mouse,1.9907112894969345,2.2641391936155957,GlassFiber,35.068866838107084,196.3711272927447,0.5509892444962233,0.5843569311020091,11.68901616369688,87.24414197161042,1414.2423534418185,-166.58043464484706,0.0,230.94967070068873
NC-135,4.144435006345857,AuNP,0.15209858894804953,FishGel,2.8634938965548176,35.019728406896604,34.02691359350462,7.164296206032471,Rabbit,4.9121791553145915,1.8533768691651427,Cellulose,59.32096859454632,234.27192262608807,0.7704130148967145,3.0281240132307636,17.165621492812807,32.52280889388368,782.5627072020404,-258.364739149556,0.0,932.2045470253063
NC-180,1.6458829464369373,AuNP,0.8466510281560533,FishGel,2.27981434033451,85.96017716415903,35.659253193998,6.7268799876014,Rabbit,2.016351996326281,2.0904631590781704,GlassFiber,40.76840231502488,50.929025067996,0.37089031223842506,4.9176026051265085,29.921217296070864,82.68748703331008,1092.5055287941998,-43.83880075799754,1.0,125.07080650422506
NC-180,3.566762250007682,AuNP,1.099043937859315,FishGel,4.89146948263542,8.888724715562812,58.808194422248626,8.773482848322159,Mouse,0.4919141657040985,0.1532316006995112,Cellulose,47.94453011318687,115.14947159294404,0.7304667011443706,1.212697366328999,20.099165578088304,42.84682390151511,672.4623772729545,-208.22545116012367,0.2325358555184469,555.943448479945
NC-170,3.9210253695035897,Latex,1.0721946345048723,FishGel,2.405240438677282,9.717841688673293,47.52422304608274,7.565229677372743,Mouse,0.5401461876032118,1.0041551757345637,Cellulose,65.32532249309833,184.55009785245508,0.41067624828270033,3.2290544002560377,11.144242946456108,40.87371443625522,900.2854843698449,-265.81235172408003,0.0,850.0513534454205
NC-180,3.1803743327352993,AuNP,0.4146938593537042,Casein,2.455326229553306,64.23432354154467,10.84462476358177,6.04022836161637,Rabbit,2.994693234630018,1.9496843198522895,Polyester,68.82210059540407,183.21841979037674,0.2796614070149861,1.518268228688005,7.857803695241596,66.07431757195457,1397.1180723960138,-177.54761082622068,0.0,554.763947292183
NC-170,2.6220928484757127,Latex,1.3269069691816633,Casein,4.668729854991477,10.995105065976892,47.813562372976996,6.0583387752586395,Goat,3.036881403517502,0.1271003651101082,Cellulose,46.98288407361428,209.406608736566,0.6097240475222925,4.493630568052648,20.4665797045684,10.790663022036915,341.89313595934357,-260.28230865474336,0.0,960.3513898673738
NC-180,2.3532841136627085,AuNP,0.18507905595886964,BSA,4.831784850429374,35.83787100846534,14.379592689402424,8.918884904856125,Mouse,2.1519190533650097,0.19563313667952087,GlassFiber,63.392106718179996,125.9633952170556,0.6868775596501845,2.96758446056932,30.21409114793374,37.04716173043124,738.9726777632319,-152.02063280657703,0.0,624.6667921592377
NC-180,2.069907199443479,Carbon,1.5476229582515892,BSA,4.29748711770473,68.91181869345777,29.60428019530941,6.664352674119735,Mouse,2.216034092328946,2.5704751491641114,Polyester,32.13395978199443,185.13231277223392,0.4592935611795642,1.0373866382823542,25.54299478058003,34.21165697534471,574.7260271044304,-152.06128211115765,0.0,485.55463158032126
NC-170,4.682881149115216,AuNP,1.898624424587738,BSA,2.0162147710180096,37.0403551251515,16.575281969709387,8.416824866442944,Goat,0.36426965592026894,2.083672098907008,GlassFiber,63.9029611916105,97.4466943586441,0.5655007313555015,1.3106552522271415,11.660913044727238,79.44784754272371,1459.4738450873213,-145.19660009354783,0.0,324.8881616997214
NC-170,4.237787335044781,AuNP,0.745560771587124,BSA,2.004038812869691,22.061979236809112,42.92706860432764,6.1748259046817235,Rabbit,2.6310779009073855,0.8695722260489974,Polyester,55.180412886105984,96.71805360086387,0.6940660748559568,2.162403652090605,18.411317327753245,52.32988312166266,867.3400764249201,-167.3308950991487,0.49437347457708675,447.9557143403145
NC-180,4.842621097999307,Carbon,1.0827548252572305,FishGel,3.1343023093623525,31.728309076114954,53.25203549061696,8.763488210083647,Rabbit,2.5732234293637237,2.095092236344256,GlassFiber,49.54824673566408,194.14099085565172,0.7677100515575095,0.6102178101490635,32.22260199035427,39.16561257794015,637.4373782938483,-242.69097582450186,0.0,775.386650793145
NC-135,1.0593375056849512,Latex,0.8199295283117473,Casein,2.4301861100326776,48.46965656379102,20.969903695167453,8.623251011000036,Goat,0.8327916609290282,2.3981243405038635,Polyester,65.59854820548992,221.36814626133526,0.8955714790830762,0.39366684131740826,9.862644959143683,31.286344823977448,885.9239834458964,-222.02067897259275,0.0,819.0388137505114
NC-170,3.788903638416399,Latex,0.11274974157771392,Casein,2.055158426454792,50.161656258770826,9.51059076645032,7.713279487303544,Rabbit,0.6088129919435451,0.9897034210192936,GlassFiber,63.81348890025655,80.09999167032198,0.35454420626432814,3.4003069787397804,21.558658832535603,57.24078470485033,1022.2145609800593,-98.23086446120034,0.6549183757034602,325.66782837680717
NC-135,4.72253205569467,AuNP,0.8331615555007202,BSA,3.392200068213514,79.3850219779842,21.41712039412298,6.026995971849767,Rabbit,0.7055052039375034,0.2045083947476436,GlassFiber,41.87780383814288,80.69747547605584,0.9514772528525935,2.0358253104456017,15.75563978910777,22.133851243469174,380.4135120960204,-50.716798784545084,1.0,176.04202055374031
NC-135,1.3155487977454707,Carbon,1.6042684925965582,BSA,4.829185692220914,76.26455679599368,41.97990218627069,6.773432622070013,Mouse,0.5950384078071668,2.80505946159443,Cellulose,61.6595352937903,191.3256728651126,0.6372798101230875,3.6311289593513854,8.09793190937414,29.696381480702527,718.4208203956513,-183.69461451533905,0.0,592.3136102267325
NC-135,0.7992332031504987,Latex,1.2323788001486156,FishGel,2.9714587247072943,48.39769143283284,23.081807015494746,7.220467942195395,Mouse,3.0875701581301236,1.1010215310573284,Polyester,33.979637346494904,117.5239380709114,0.7877018826989478,0.5502910021881074,5.646829390059642,33.48897320517998,674.0175043347213,-113.43109320244699,0.0,290.541450582019
NC-170,3.8350429218052655,AuNP,0.29239383776880196,FishGel,3.9834220352860896,85.33839816438328,20.296169215459187,7.380192350242686,Mouse,1.0627649967743014,0.4087971135256485,Polyester,62.91055741869481,148.0997755602786,0.6997690434814383,3.0493277395054785,22.34375569331124,58.63271580855528,1064.1217927857324,-127.1967203275236,0.0,389.70244096652783
NC-135,3.0851290093096035,Carbon,1.7095650304181915,BSA,3.9567060593973222,15.852528166182605,15.143935482134571,6.893036275687116,Goat,1.332007745718571,1.5263849270401275,Cellulose,57.01822472093002,150.18711191189448,0.20557172534840662,2.216533966848702,4.6847128334325046,39.86039672131803,974.2123104465361,-192.87007932002612,0.0,660.7758860151499
NC-170,4.288229495412224,Latex,1.1090621552819615,Casein,2.753240310995503,29.25856827174564,32.36340347809384,6.09884360473659,Rabbit,0.9505035063420547,2.328556607425988,GlassFiber,33.51465323727771,94.6382148212291,0.07143838300882832,0.2899932722851428,7.413721850866851,50.462664009603955,837.4748555030151,-131.1005662532984,0.0,258.0681156813377
NC-135,1.1289756948183027,Latex,1.6992743873148846,Casein,3.951275746471593,83.6577640327139,20.17718554864532,7.770382217779627,Rabbit,4.793392991797665,0.7427772123909215,GlassFiber,57.32320693896541,50.32865835765661,0.7262864640181202,2.7240098913798843,15.46962127833746,62.03506110132693,1072.3781267477975,-43.142187371331566,1.0,7.581765488576169
NC-180,4.078702903369505,Carbon,1.202420885691556,Casein,2.637001922860674,40.90943366948454,45.205569202671576,7.572464003084268,Mouse,4.2876255694439935,0.8815211453867536,Polyester,53.220771067054805,263.28795249225186,0.5110526677945765,0.41402137357272883,5.4361661167401705,86.50172806461498,1640.2122412757558,-302.5609361323086,0.0,750.1189360101079
NC-180,1.4073229402148504,Carbon,1.1634080451920858,BSA,2.366022240730667,98.21224808541501,9.21423210957115,6.849001906287233,Mouse,1.2294247030224525,0.8038734617158911,GlassFiber,53.78200404580179,228.7504922244221,0.7022133684083246,4.13859873895504,17.214692472912198,71.1869917682202,1376.722409813572,-164.00507176779522,0.0,476.26114144546995
NC-170,1.2364517428956703,Carbon,0.29999245187432355,Casein,4.10414985667907,49.29406174514436,41.521816821122464,6.11392790270882,Goat,1.7050748402184175,2.9758518532118665,Polyester,41.63455740518794,222.63463952889137,0.47684280391545975,3.159787326950144,8.302045797837403,42.42054244576862,848.4841047051581,-225.1216504426583,0.0,655.6488851754649
NC-180,1.2391960906894681,Carbon,0.4179834929633931,FishGel,2.34032245131175,80.23388418155758,18.065800801227343,8.98378256166582,Rabbit,1.1284749272944863,0.6724708278185734,Polyester,40.65988800051381,186.62628452832993,0.312234520416504,2.784837668802242,15.54581199310508,69.86202995178054,1231.1209722227939,-146.3730942089488,0.0,335.1589353400648
NC-180,4.16558624104122,AuNP,1.9468479873435232,FishGel,4.990727655768066,43.219168931325335,31.91035935783817,7.445958560479218,Goat,2.5101922013580364,1.7690086292017595,GlassFiber,60.5014044821608,225.2424136445301,0.28501790925956827,0.6673450223482952,30.108269673972252,85.97553447353701,1499.8425314257597,-262.1014894836299,0.0,743.6452532276155
NC-135,3.4933874931329005,Carbon,0.5341248188340645,BSA,2.550357203450688,45.37058431093089,20.734945711719334,8.268012725322231,Rabbit,0.19609160912384263,2.7832674608051966,GlassFiber,40.27253924068957,283.92209438690645,0.7305321308699942,1.4372855675204148,24.670023367729716,49.95044365232999,978.0186579642668,-263.8299117563007,0.0,896.2120353746542
NC-170,2.853794411461037,Latex,1.957159024181699,FishGel,3.7824255882693727,41.37389899199743,44.75227718059376,7.3569421051540065,Goat,3.3897032435942993,0.5260000497455598,GlassFiber,47.85049007239594,216.4184340573228,0.2767800814657747,2.4643794856764965,18.6982355669878,42.83975464983118,837.1703606192914,-243.266904893804,0.0,744.0824330918929
NC-135,2.114737178555761,Latex,1.1106341423961004,BSA,3.234123714237768,73.31218394852712,56.991887213840016,6.129510872588824,Mouse,2.663474934106444,2.9154771738163308,Cellulose,57.79155994395139,116.27285048186249,0.7146768709254209,3.1664175681984403,7.030499159220294,16.241495920058924,374.6640358275799,-130.14723516416942,1.0,378.1490385694195
NC-135,4.447402433658987,AuNP,0.35799918942148057,Casein,2.3791592672170014,57.01419898569947,55.43922287083973,6.9288022352565,Goat,4.503330748675406,2.8476839797473112,Polyester,33.18465005309751,192.6400129352245,0.3839601263173785,0.9161535937107779,24.43193875738619,81.38962965206898,1172.8576613704747,-212.03313837454783,0.0,411.5606994912397
NC-135,2.2660029834018593,Latex,0.2886741852320166,Casein,2.08353172273224,94.65892057999507,37.088441832925014,6.960330423017703,Goat,0.9055241532092293,2.6652587624689614,GlassFiber,53.78193530446629,160.58110084155254,0.7708984043188025,0.04433139066811698,9.402418532798661,29.71474246349245,616.6814836575077,-123.17515030270188,0.0,364.1236058886866
NC-135,4.174697477622097,Latex,0.49684173434090595,Casein,3.8681968468785,28.834580070739953,30.44356667913381,8.515058712147049,Mouse,4.040135305699545,0.7222139118570065,Cellulose,53.57505490592469,189.10478277803736,0.1428099257826696,1.723800936346478,6.527349347433292,15.116631745531164,556.8538614682245,-217.64722986989418,0.0,800.7764772713999
NC-135,2.476107088565983,Carbon,1.858710927048138,FishGel,4.420272691367378,14.553459547927213,50.006528019166,7.9626899339996235,Rabbit,3.9806089708869075,1.9387596624318517,GlassFiber,57.36914843552102,179.40261935320626,0.20497994320434554,2.414357272781218,25.911868576167056,52.97627892728664,943.2898747496038,-257.3513928518048,0.0,782.8737251287096
NC-135,2.1962499324120843,Latex,0.8868854262236309,BSA,4.526046984520232,42.35984108442545,42.58294994452515,6.826289710918418,Rabbit,0.723187827162746,2.3065852715875965,Polyester,44.797123812226346,264.6938213071162,0.6859116057201635,0.9221675279840152,34.09797662809325,77.67197167692201,1246.6833126413349,-283.7157925004818,0.0,810.3469149888701
NC-135,2.582059035513229,AuNP,0.8513251091865373,Casein,3.4481404192308034,63.58770722644372,15.096026281931307,8.903219863977258,Mouse,2.052940198306225,2.959480991769646,Cellulose,47.95919096255359,212.95002584526677,0.5602311201982626,2.460827529276029,19.199583413427238,42.5308044498442,899.2389405226799,-183.69659705848778,0.0,641.2736148171199
NC-170,1.8562004337386393,Carbon,0.6950918960333305,BSA,4.332366401547157,86.77589900697203,50.15055674871501,6.964625497193614,Goat,0.9337479416081328,0.6232290840359742,Polyester,43.19877255778775,97.18961948352599,0.2038783426215992,1.6924292928463436,5.352865050067763,72.6453976127213,1132.9535939813009,-100.3004810302719,1.0,11.880130870123772
NC-180,3.86424221079313,Carbon,0.37941751607651797,Casein,4.018541400465635,37.88870423463113,28.58864141670906,8.99470207748616,Goat,1.34813045224199,2.3214751086059597,GlassFiber,62.32672988755103,65.75419471884271,0.9028270117268217,2.275448330532039,33.04982467481185,76.91168058271967,1161.2074008718157,-124.41618080120269,1.0,293.54265435876323
NC-135,2.7622417554161562,AuNP,1.0269172746655721,FishGel,4.172763582497399,67.10974135682386,15.394211298414632,8.98849107951079,Goat,1.3899062566696676,1.0825233927886275,GlassFiber,35.2244304014453,156.09094717033673,0.2759441474126463,1.7372887528929697,6.210134282077945,46.3522847055891,926.2801590606585,-125.5467606369895,0.0,320.2391365623158
NC-135,1.5449571281606778,Carbon,0.3470907867711635,FishGel,3.477797015665442,38.26887469720581,20.498854271807083,6.573631553240226,Rabbit,2.825558330726287,0.6093167501472067,GlassFiber,68.5181581430132,53.90265556443231,0.4210713981936338,3.1423392489340007,32.627937009152376,57.27640527523789,932.1431375703877,-103.01705341608118,1.0,347.17264012272386
NC-135,4.548085579735558,Carbon,1.6874124491264224,BSA,3.9002352207263815,63.635860384473524,19.71398666365883,6.9382233485652005,Goat,2.1159135656262813,1.3219931295201794,Cellulose,55.393446239168696,129.57434645833393,0.20228794187253796,0.2144850549678584,16.930039316356726,52.71298388311521,1010.1564706826719,-130.07709650317196,0.0,383.21028111629795
NC-135,2.2275104961794514,AuNP,0.8037542739230823,FishGel,4.4165777407281706,89.05675496791184,33.556383603190305,7.458132595453963,Rabbit,4.7438907396308965,2.4021241452309874,Cellulose,65.47626897568703,142.00536735980643,0.3880276183415142,0.8545264497213678,16.05801977456196,85.13566893076012,1477.0058592187456,-141.54824359675933,0.0,255.6597459277404
NC-135,2.945987875012949,Carbon,0.8121267787854131,FishGel,3.193652526671069,26.97897601464386,17.890354987283153,7.992302013443673,Goat,0.7192136955403252,1.4480644307417514,Cellulose,47.049258330590575,143.897218502481,0.4916467501114742,2.163754345554998,21.91231352206291,68.0404548073409,1173.8104297612117,-176.23811981017258,0.0,494.9236945631415
NC-135,4.579124499340462,AuNP,1.0006122141179963,BSA,4.417936702602751,43.40295600016872,11.796156807086689,7.584142347011397,Mouse,4.871091460765974,1.6588169905888406,Cellulose,43.29116281567987,294.8375060809732,0.2952470545129191,1.7814835777592837,35.58379897565922,84.02742486160905,1497.2238656804152,-284.03789000587057,0.0,904.4381259680636
NC-180,3.3090709816129644,AuNP,0.943842655014928,Casein,3.776050528367189,99.36019366082591,11.80299678375684,8.908324407396771,Mouse,1.2301293370498936,2.9859622895803515,GlassFiber,66.02903240495934,125.97521924311707,0.7690936731964834,1.9581597797690853,33.65843798783728,27.60079824495775,555.3202752842079,-75.95245576898002,1.0,399.8248825772047
NC-180,1.0260411831876384,Latex,1.990230148812711,FishGel,2.497703073112359,87.51291768369877,37.08019084265032,8.171967492707076,Rabbit,3.8870822882710807,1.2574169687165355,GlassFiber,33.95492115505211,116.3068738446553,0.3939329786462471,4.018803474402398,19.520892914057317,34.818948146613636,538.8387563342783,-81.73226976745401,0.9497044679609934,163.04963831526294
